指挥官	类型	来源单位	当前CUnit	状态	缺运行时attack	缺运行时武器	缺命令卡接线	本地技能	本地武器	运行时技能	运行时武器	官方命令卡技能
菲尼克斯	建筑	RoboticsBay	RoboticsBay	noncombat_or_no_weapon	否	否	无	无	无	BuildInProgress, RoboticsBayResearch, que5	无	研究聚变迫击炮(RoboticsBayResearch)
菲尼克斯	建筑	TwilightCouncil	TwilightCouncil	noncombat_or_no_weapon	否	否	无	无	无	BuildInProgress, que5, TwilightCouncilResearch, ChampionWarpTrain	无	研究鲜血护盾(TwilightCouncilResearch), 研究奇点充能(TwilightCouncilResearch), 研究旋风斩(TwilightCouncilResearch), 研究黑暗缠绕(TwilightCouncilResearch)
霍纳与汉	建筑	MercenarySpaceStationMira	MercenarySpaceStationMira	noncombat_or_no_weapon	否	否	无	无	无	MercSpaceStationHangarMira	无	无
霍纳与汉	建筑	MissileTurretMira	MissileTurretMira	noncombat_or_no_weapon	否	否	无	无	无	BuildInProgress, stop, attack, SalvageSharedMira	LongboltMissileMira	无
凯拉克斯	建筑	Gateway	Gateway	noncombat_or_no_weapon	否	否	无	que5notPassive	无	BuildInProgress, que5notPassive, GatewayTrain, Rally, UpgradeToWarpGate, GatewayTrainAI, UpgradeToWarpGateInstant	无	折跃死徒(GatewayTrain), 折跃保护者(GatewayTrain), 折跃追猎者(GatewayTrain), 折跃使徒(GatewayTrain), 折跃黑暗圣堂武士(GatewayTrain), 变形为折跃门(UpgradeToWarpGate)
凯拉克斯	建筑	PhotonCannon	PhotonCannon	ok_effective_combat_link	否	否	无	无	无	BuildInProgress, stop, attack	PhotonCannon	攻击(attack)
凯拉克斯	建筑	ShieldBattery	ShieldBattery	noncombat_or_no_weapon	否	否	无	ShieldBatteryStructureBarrier	无	BuildInProgress, ShieldBatteryRechargeEx5, ShieldBatteryStructureBarrier	无	恢复(ShieldBatteryRechargeEx5), 恢复(ShieldBatteryRechargeEx5)
凯拉克斯	建筑	SolarForge	SolarForge	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5Passive, SolarForgeResearch, BrokenSolarForge	无	BuildInProgress, que5Passive, SolarForgeResearch, BrokenSolarForge	无	损坏的太阳锻炉(BrokenSolarForge)
凯拉克斯	建筑	TwilightCouncil	TwilightCouncil	noncombat_or_no_weapon	否	否	无	无	无	BuildInProgress, que5, TwilightCouncilResearch, ChampionWarpTrain	无	研究鲜血护盾(TwilightCouncilResearch), 研究奇点充能(TwilightCouncilResearch), 研究旋风斩(TwilightCouncilResearch), 研究黑暗缠绕(TwilightCouncilResearch)
凯拉克斯	建筑	KhaydarinMonolith	KhaydarinMonolith	ok_effective_combat_link	否	否	无	无	无	BuildInProgress, stop, attack	KhaydarinBeam1Pr, KhaydarinBeam1, KhaydarinBeam3, KhaydarinBeam1Upgraded, KhaydarinBeam3Upgraded, KhaydarinBeam	无
凯瑞甘	建筑	NydusNetwork	NydusNetwork	noncombat_or_no_weapon	否	否	无	RallyNydus	无	stop, RallyNydus, BuildInProgress, NydusCanalTransport, BuildNydusCanal	无	召唤坑道虫(BuildNydusCanal), 召唤虫道毁灭者(BuildNydusCanal), 召唤菌塔(BuildNydusCanal), 召唤坑道虫(BuildNydusCanal), 装载(NydusCanalTransport)
凯瑞甘	建筑	SpineCrawler	SpineCrawler	ok_effective_combat_link	否	否	无	无	无	BuildInProgress, stop, attack, SpineCrawlerUproot	ImpalerTentacle	攻击(attack), 站起(SpineCrawlerUproot)
凯瑞甘	建筑	SporeCrawler	SporeCrawler	ok_effective_combat_link	否	否	无	无	无	BuildInProgress, stop, attack, SporeCrawlerUproot	AcidSpew	攻击(attack), 站起(SporeCrawlerUproot)
凯瑞甘	建筑	GreaterNydusWorm	GreaterNydusWorm	noncombat_or_no_weapon	否	否	无	RallyNydus, BuildinProgressNydusCanal, GreaterNydusWormTransport, stop	无	Rally, BuildinProgressNydusCanal, GreaterNydusWormTransport, stop, RallyNydus	无	无
蒙斯克	建筑	CommandCenterMengsk	CommandCenterMengsk	noncombat_or_no_weapon	否	否	无	BuildInProgress, CommandCenterMengskQueue, CommandCenterMengskTrain, CommandCenterMengskTrainWithAlerts, CommandCenterMengskRally, SCVMengskEnlistNearby, TrooperMengskEnlistNearby, CommandCenterMengskLiftOff	无	BuildInProgressMengsk, CommandCenterMengskQueue, CommandCenterMengskTrain, CommandCenterMengskTrainWithAlerts, CommandCenterMengskRally, CommandCenterMengskLiftOff, BuildInProgress, SCVMengskEnlistNearby, TrooperMengskEnlistNearby	无	征召帝国劳工(CommandCenterMengskTrain), 征召冲锋队(CommandCenterMengskTrainWithAlerts), 升级为行星要塞(UpgradeToPlanetaryFortress), 工地召唤(TrooperMengskEnlistNearby), 战斗召唤(SCVMengskEnlistNearby), 设置劳工集结点(CommandCenterMengskRally), 设置冲锋队集结点(CommandCenterMengskRally)
蒙斯克	建筑	BunkerDepotMengsk	BunkerDepotMengsk	noncombat_or_no_weapon	否	否	无	BuildInProgress, BunkerMengskTransport, BunkerMengskSalvage, Rally, StimpackMengskRedirect, StopRedirect, AttackRedirect, SCVMengskEnlistNearby, TrooperMengskEnlistNearby	无	BuildInProgressMengsk, BunkerMengskTransport, BunkerMengskSalvage, Rally, StopRedirect, AttackRedirect, BuildInProgress, StimpackMengskRedirect, SCVMengskEnlistNearby, TrooperMengskEnlistNearby	无	攻击(AttackRedirect), 工地召唤(TrooperMengskEnlistNearby), 战斗召唤(SCVMengskEnlistNearby), 装载(BunkerMengskTransport), 全部卸载(BunkerMengskTransport)
蒙斯克	建筑	MissileTurretMengsk	MissileTurretMengsk	ok_effective_combat_link	否	否	无	BuildInProgress, stop, attack, que1, SalvageSharedMengsk	MissileTurretMengskMissile	BuildInProgressMengsk, stop, attack, que1, SalvageSharedMengsk, BuildInProgress	MissileTurretMengskMissile	攻击(attack), 回收(SalvageSharedMengsk)
蒙斯克	建筑	BarracksMengsk	BarracksMengsk	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5, BarracksMengskTrain, Rally, BarracksMengskAddOns, BarracksMengskLiftOff	无	BuildInProgressMengsk, que5, BarracksMengskTrain, Rally, BarracksMengskAddOns, BarracksMengskLiftOff, BuildInProgress	无	训练壁垒卫士(BarracksMengskTrain), 训练元首鬼影(BarracksMengskTrain)
蒙斯克	建筑	FactoryMengsk	FactoryMengsk	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5, FactoryMengskTrain, FactoryMengskAddOns, Rally, FactoryMengskLiftOff, TrainKorhalMercenaries	无	BuildInProgressMengsk, que5, FactoryMengskTrain, Rally, FactoryMengskLiftOff, BuildInProgress, FactoryMengskAddOns, TrainKorhalMercenaries	无	建造冲击分队(FactoryMengskTrain), 建造黑色战锤(FactoryMengskTrain)
蒙斯克	建筑	StarportMengsk	StarportMengsk	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5, StarportMengskTrain, Rally, StarportMengskLiftOff	无	BuildInProgressMengsk, que5, StarportMengskTrain, Rally, StarportMengskLiftOff, BuildInProgress	无	建造天空之怒(StarportMengskTrain), 建造帝国仲裁机(StarportMengskTrain), 建造帝国见证者(StarportMengskTrain), 建造奥古斯格勒的骄傲(StarportMengskTrain)
蒙斯克	建筑	EngineeringBayMengsk	EngineeringBayMengsk	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5, EngineeringBayMengskResearch	无	BuildInProgressMengsk, que5, EngineeringBayMengskResearch, BuildInProgress	无	升级帝国武器等级3(EngineeringBayMengskResearch), 升级帝国装甲等级3(EngineeringBayMengskResearch), 研究冲锋队高空轨道空投舱(EngineeringBayMengskResearch), 研究精钢强化装甲(EngineeringBayMengskResearch), 研究瞄准辅助射击孔(EngineeringBayMengskResearch), 研究大气层加速剂(EngineeringBayMengskResearch)
蒙斯克	建筑	ArmoryMengsk	ArmoryMengsk	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5, ArmoryMengskResearch	无	BuildInProgressMengsk, que5, ArmoryMengskResearch, BuildInProgress	无	研究火炮稳定器(ArmoryMengskResearch), 研究壁垒场(ArmoryMengskResearch), 研究智能伺服器(ArmoryMengskResearch)
蒙斯克	建筑	FusionCoreMengsk	FusionCoreMengsk	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5, FusionCoreMengskResearch	无	BuildInProgressMengsk, que5, FusionCoreMengskResearch, BuildInProgress	无	研究双通道复苏器(FusionCoreMengskResearch), 研究散点帷幕(FusionCoreMengskResearch), 研究放大电波(FusionCoreMengskResearch), 研究亚萨涡轮机(FusionCoreMengskResearch), 研究战场辅助瞄准系统(FusionCoreMengskResearch)
蒙斯克	建筑	GhostAcademyMengsk	GhostAcademyMengsk	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5, ArmSiloWithNukeMengsk, GhostAcademyMengskResearch	无	BuildInProgressMengsk, que5, ArmSiloWithNukeMengsk, GhostAcademyMengskResearch, BuildInProgress	无	研究失能弹(GhostAcademyMengskResearch), 研究至尊战术飞弹(GhostAcademyMengskResearch), 为发射井装填战术飞弹(ArmSiloWithNukeMengsk)
蒙斯克	建筑	ArtilleryMengsk	ArtilleryMengsk	ok_effective_combat_link	否	否	无	BuildInProgress, stop, SalvageSharedMengsk, ArtilleryMengskAttack, ArtilleryMengskTransport, Rally, ArtilleryMengskExperimentalStrike	ArtilleryMengskBombardment	BuildInProgressMengsk, stop, SalvageSharedMengsk, ArtilleryMengskAttack, ArtilleryMengskTransport, Rally, ArtilleryMengskExperimentalStrike, BuildInProgress	ArtilleryMengskBombardment	轰炸(ArtilleryMengskAttack), 装载(ArtilleryMengskTransport), 全部卸载(ArtilleryMengskTransport)
诺娃	建筑	Barracks	Barracks	noncombat_or_no_weapon	否	否	无	BarracksTrainNova	无	BuildInProgress, que5, BarracksTrain, Rally, BarracksAddOns, BarracksLiftOff, MengskMercTrain, TrainKorhalMercenaries, BarracksTrainNova	无	部署精英陆战队员(BarracksTrainNova), 部署劫掠者突击手(BarracksTrainNova), 部署特战幽灵(BarracksTrainNova), Medic(BarracksTrain), 训练幽灵(BarracksTrain), TechReactorAI(BarracksAddOns), TechReactorAI(BarracksAddOns), 升空(BarracksLiftOff), 建造反应堆(BarracksAddOns), 训练劫掠者(BarracksTrain)
诺娃	建筑	GhostAcademyNova	GhostAcademyNova	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5, HeroArmNuke, GhostAcademyResearch, NovaUnitGadgetGrantCharge	无	BuildInProgress, que5, GhostAcademyResearchNova, HeroArmNuke, GhostAcademyResearch, NovaUnitGadgetGrantCharge	无	研究幽灵面罩(GhostAcademyResearch)
诺娃	建筑	AutoTurret	AutoTurret	ok_effective_combat_link	否	否	无	无	无	BuildInProgress, stop, attack	AutoTurret	攻击(attack)
诺娃	建筑	MissileTurret	MissileTurret	ok_effective_combat_link	否	否	无	SalvageShared	无	BuildInProgress, stop, attack, que1, SalvageShared	LongboltMissile, HailstormMissilePods	攻击(attack), 回收(SalvageShared), 攻击(attack)
诺娃	建筑	CommandCenter	CommandCenter	noncombat_or_no_weapon	否	否	无	UpgradeToOrbitalCoop, VespeneDroneCast	无	BuildInProgress, que5CancelToSelection, CommandCenterTrain, RallyCommand, CommandCenterTransport, CommandCenterLiftOff, UpgradeToPlanetaryFortress, UpgradeToOrbital, ScannerSweep, CalldownMULE, UpgradeToOrbitalCoop, VespeneDroneCast	无	制造SCV(CommandCenterTrain), 瓦斯采集器(VespeneDroneCast), 升级为轨道控制基地(UpgradeToOrbital), 升级为行星要塞(UpgradeToPlanetaryFortress), 装载(CommandCenterTransport), 全部卸载(CommandCenterTransport)
雷诺	建筑	Barracks	Barracks	noncombat_or_no_weapon	否	否	无	BarracksTrainNova	无	BuildInProgress, que5, BarracksTrain, Rally, BarracksAddOns, BarracksLiftOff, MengskMercTrain, TrainKorhalMercenaries, BarracksTrainNova	无	部署精英陆战队员(BarracksTrainNova), 部署劫掠者突击手(BarracksTrainNova), 部署特战幽灵(BarracksTrainNova), Medic(BarracksTrain), 训练幽灵(BarracksTrain), TechReactorAI(BarracksAddOns), TechReactorAI(BarracksAddOns), 升空(BarracksLiftOff), 建造反应堆(BarracksAddOns), 训练劫掠者(BarracksTrain)
雷诺	建筑	SupplyDepot	SupplyDepot	noncombat_or_no_weapon	否	否	无	无	无	BuildInProgress, SupplyDepotLower	无	降下(SupplyDepotLower)
雷诺	建筑	Bunker	Bunker	ok_effective_combat_link	否	否	无	无	无	BuildInProgress, BunkerTransport, SalvageEffect, Rally, StimpackRedirect, StimpackMarauderRedirect, StopRedirect, AttackRedirect, healRedirect, BunkerAttack, BunkerStop	ShrikeTurret	攻击(AttackRedirect), 使用强化剂(StimpackMarauderRedirect), 装载(BunkerTransport), 全部卸载(BunkerTransport)
雷诺	建筑	MissileTurret	MissileTurret	ok_effective_combat_link	否	否	无	SalvageShared	无	BuildInProgress, stop, attack, que1, SalvageShared	LongboltMissile, HailstormMissilePods	攻击(attack), 回收(SalvageShared), 攻击(attack)
雷诺	建筑	CommandCenter	CommandCenter	noncombat_or_no_weapon	否	否	无	UpgradeToOrbitalCoop, VespeneDroneCast	无	BuildInProgress, que5CancelToSelection, CommandCenterTrain, RallyCommand, CommandCenterTransport, CommandCenterLiftOff, UpgradeToPlanetaryFortress, UpgradeToOrbital, ScannerSweep, CalldownMULE, UpgradeToOrbitalCoop, VespeneDroneCast	无	制造SCV(CommandCenterTrain), 瓦斯采集器(VespeneDroneCast), 升级为轨道控制基地(UpgradeToOrbital), 升级为行星要塞(UpgradeToPlanetaryFortress), 装载(CommandCenterTransport), 全部卸载(CommandCenterTransport)
雷诺	建筑	OrbitalCommand	OrbitalCommand	noncombat_or_no_weapon	否	否	无	OrbitalCommandSupplyDepotDrop	无	BuildInProgress, CalldownMULE, SupplyDrop, que5CancelToSelection, RallyCommand, CommandCenterTrain, ScannerSweep, OrbitalLiftOff, OrbitalCommandSupplyDepotDrop	无	制造SCV(CommandCenterTrain), 轨道空投：额外补给(SupplyDrop), 析象扫描(ScannerSweep), 升空(OrbitalLiftOff), 空投：补给站(OrbitalCommandSupplyDepotDrop)
斯台特曼	建筑	HatcheryStetmann	HatcheryStetmann	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5CancelToSelection, UpgradeToLairStetmann, RallyHatcheryStetmann, ResearchHatcheryStetmann	无	BuildInProgress, que5CancelToSelection, UpgradeToLairStetmann, RallyHatcheryStetmann, ResearchHatcheryStetmann	无	研究充气机身(ResearchHatcheryStetmann), 研究腹舱(ResearchHatcheryStetmann), 设定工蜂集结点(RallyHatcheryStetmann), 设定集结点(RallyHatcheryStetmann), 变形为机械虫穴(UpgradeToLairStetmann)
斯台特曼	建筑	LairStetmann	LairStetmann	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5CancelToSelection, UpgradeToHiveStetmann, RallyHatcheryStetmann, RallyBlock, ResearchHatcheryStetmann	无	BuildInProgress, que5CancelToSelection, UpgradeToHiveStetmann, RallyHatcheryStetmann, RallyBlock, ResearchHatcheryStetmann	无	研究充气机身(ResearchHatcheryStetmann), 研究腹舱(ResearchHatcheryStetmann), 设定工蜂集结点(RallyHatcheryStetmann), 设定集结点(RallyHatcheryStetmann), 变形为机械主巢(UpgradeToHiveStetmann)
斯台特曼	建筑	HiveStetmann	HiveStetmann	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5CancelToSelection, RallyHatcheryStetmann, ResearchHatcheryStetmann	无	BuildInProgress, que5CancelToSelection, RallyHatcheryStetmann, ResearchHatcheryStetmann	无	研究充气机身(ResearchHatcheryStetmann), 研究腹舱(ResearchHatcheryStetmann), 设定工蜂集结点(RallyHatcheryStetmann), 设定集结点(RallyHatcheryStetmann)
斯台特曼	建筑	ExtractorStetmann	ExtractorStetmann	noncombat_or_no_weapon	否	否	无	BuildInProgress, ExtractorToAutomatedExtractor	无	BuildInProgress, ExtractorToAutomatedExtractor	无	无
斯台特曼	建筑	SpawningPoolStetmann	SpawningPoolStetmann	noncombat_or_no_weapon	否	否	无	que5, BuildInProgress, SpawningPoolStetmannResearch, ZerglingStetmannRespawn, RallyBuildingStetmann	无	que5, BuildInProgress, SpawningPoolStetmannResearch, ZerglingStetmannRespawn, RallyBuildingStetmann	无	研究金属机能加速(SpawningPoolStetmannResearch), 研究艾能刚毅护盾(SpawningPoolStetmannResearch), 研究合成肾上腺泵(SpawningPoolStetmannResearch), 设置集结点(RallyBuildingStetmann), 回收机械跳虫(ZerglingStetmannRespawn)
斯台特曼	建筑	EvolutionChamberStetmann	EvolutionChamberStetmann	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5, EvolutionPitScalingCostResearch, EvolutionChamberStetmannResearch	无	BuildInProgress, que5, EvolutionChamberStetmannResearch, EvolutionPitScalingCostResearch	无	研究近战攻击等级3(EvolutionChamberStetmannResearch), 研究机械喷射攻击等级3(EvolutionChamberStetmannResearch), 研究机械地面钢板等级3(EvolutionChamberStetmannResearch)
斯台特曼	建筑	BanelingNestStetmann	BanelingNestStetmann	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5, BanelingNestStetmannResearch	无	BuildInProgress, que5, BanelingNestStetmannResearch	无	研究离心火箭伺服器(BanelingNestStetmannResearch), 研究艾能强化炸药(BanelingNestStetmannResearch), 研究艾能效用屏障(BanelingNestStetmannResearch)
斯台特曼	建筑	HydraliskDenStetmann	HydraliskDenStetmann	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5CancelToSelection, UpgradeToLurkerDenStetmann, HydraliskDenStetmannResearch, RallyBuildingStetmann, HydraliskStetmannRespawn	无	BuildInProgress, que5CancelToSelection, UpgradeToLurkerDenStetmann, HydraliskDenStetmannResearch, RallyBuildingStetmann, HydraliskStetmannRespawn	无	研究蛇肌腱加强件(HydraliskDenStetmannResearch), 研究博学飞弹发射器(HydraliskDenStetmannResearch), 研究提尔级瞄准系统(HydraliskDenStetmannResearch), 研究增程式恐怖钻击算法(HydraliskDenStetmannResearch), 研究集火强击算法(HydraliskDenStetmannResearch), 设置集结点(RallyBuildingStetmann), 变形为机械潜伏者巢穴(UpgradeToLurkerDenStetmann), 回收机械刺蛇(HydraliskStetmannRespawn)
斯台特曼	建筑	LurkerDenStetmann	LurkerDenStetmann	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5, HydraliskDenStetmannResearch, RallyBuildingStetmann, HydraliskStetmannRespawn	无	BuildInProgress, que5, HydraliskDenStetmannResearch, RallyBuildingStetmann, HydraliskStetmannRespawn	无	研究蛇肌腱加强件(HydraliskDenStetmannResearch), 研究博学飞弹发射器(HydraliskDenStetmannResearch), 研究提尔级瞄准系统(HydraliskDenStetmannResearch), 研究增程式恐怖钻击算法(HydraliskDenStetmannResearch), 研究集火强击算法(HydraliskDenStetmannResearch), 设置集结点(RallyBuildingStetmann), 回收机械刺蛇(HydraliskStetmannRespawn)
斯台特曼	建筑	InfestationPitStetmann	InfestationPitStetmann	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5, RallyBuildingStetmann, InfestorStetmannRespawn, InfestationPitStetmannResearch2	无	BuildInProgress, que5, RallyBuildingStetmann, InfestorStetmannRespawn, InfestationPitStetmannResearch2	无	研究UMI-C充能协议(InfestationPitStetmannResearch2), 研究“赠品”破坏者！(InfestationPitStetmannResearch2), 设置集结点(RallyBuildingStetmann)
斯台特曼	建筑	SpireStetmann	SpireStetmann	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5CancelToSelection, UpgradeToGreaterSpireStetmann, SpireStetmannResearch, RallyBuildingStetmann, CorruptorStetmannRespawn	无	BuildInProgress, que5CancelToSelection, UpgradeToGreaterSpireStetmann, SpireStetmannResearch, RallyBuildingStetmann, CorruptorStetmannRespawn	无	研究机械飞行单位攻击等级3(SpireStetmannResearch), 研究机械飞行单位钢板等级3(SpireStetmannResearch), 研究大范围集束咆哮弹(SpireStetmannResearch), 研究泰伦超洁降解液(SpireStetmannResearch), 研究机械飞蝗截击机舱室(SpireStetmannResearch), 研究斯台特曼炮(SpireStetmannResearch), 设置集结点(RallyBuildingStetmann), 变形为机械巨型尖塔(UpgradeToGreaterSpireStetmann), 回收机械腐化者(CorruptorStetmannRespawn)
斯台特曼	建筑	GreaterSpireStetmann	GreaterSpireStetmann	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5CancelToSelection, SpireStetmannResearch, RallyBuildingStetmann, CorruptorStetmannRespawn	无	BuildInProgress, que5CancelToSelection, SpireStetmannResearch, RallyBuildingStetmann, CorruptorStetmannRespawn	无	研究机械飞行单位攻击等级3(SpireStetmannResearch), 研究机械飞行单位钢板等级3(SpireStetmannResearch), 研究大范围集束咆哮弹(SpireStetmannResearch), 研究泰伦超洁降解液(SpireStetmannResearch), 研究机械飞蝗截击机舱室(SpireStetmannResearch), 研究斯台特曼炮(SpireStetmannResearch), 设置集结点(RallyBuildingStetmann), 回收机械腐化者(CorruptorStetmannRespawn)
斯台特曼	建筑	UltraliskCavernStetmann	UltraliskCavernStetmann	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5, UltraliskCavernStetmannResearch, RallyBuildingStetmann, UltraliskStetmannRespawn	无	BuildInProgress, que5, UltraliskCavernStetmannResearch, RallyBuildingStetmann, UltraliskStetmannRespawn	无	研究静电惊喜！(UltraliskCavernStetmannResearch), 研究机甲揩油模组(UltraliskCavernStetmannResearch), 研究几丁钛合金装甲(UltraliskCavernStetmannResearch), 设置集结点(RallyBuildingStetmann), 回收机械雷兽(UltraliskStetmannRespawn)
斯台特曼	建筑	SpineCrawlerStetmann	SpineCrawlerStetmann	ok_effective_combat_link	否	否	无	BuildInProgress, stop, attack, SpineCrawlerUprootStetmann	SpineCrawlerStetmannImpalerTentacle	BuildInProgress, stop, attack, SpineCrawlerUprootStetmann	SpineCrawlerStetmannImpalerTentacle	攻击(attack), 站起(SpineCrawlerUprootStetmann)
斯台特曼	建筑	SpineCrawlerUprootedStetmann	SpineCrawlerUprootedStetmann	noncombat_or_no_weapon	否	否	无	stop, move, SpineCrawlerRootStetmann	无	stop, move, SpineCrawlerRootStetmann	无	扎根(SpineCrawlerRootStetmann)
斯台特曼	建筑	SporeCrawlerStetmann	SporeCrawlerStetmann	ok_effective_combat_link	否	否	无	BuildInProgress, stop, attack, SporeCrawlerUprootStetmann	SporeCrawlerStetmannAcidSpew	BuildInProgress, stop, attack, SporeCrawlerUprootStetmann	SporeCrawlerStetmannAcidSpew	攻击(attack), 站起(SporeCrawlerUprootStetmann)
斯台特曼	建筑	SporeCrawlerUprootedStetmann	SporeCrawlerUprootedStetmann	noncombat_or_no_weapon	否	否	无	stop, move, SporeCrawlerRootStetmann	无	stop, move, SporeCrawlerRootStetmann	无	扎根(SporeCrawlerRootStetmann)
斯台特曼	建筑	PowerTowerStetmann	PowerTowerStetmann	noncombat_or_no_weapon	否	否	无	BuildInProgress, PowerFieldEnergyRegenerationOn, PowerFieldHPRegenerationOn, PowerFieldMovementSpeedOn, SuperShieldStetmann, MorphToPowerTowerStetmannDeactivated, HUGSOverloadStetmann, FASTOverloadStetmann, JUICEOverloadStetmann	无	BuildInProgress, MorphToPowerTowerStetmannDeactivated, HUGSOverloadStetmann, FASTOverloadStetmann, JUICEOverloadStetmann, PowerFieldEnergyRegenerationOn, PowerFieldHPRegenerationOn, PowerFieldMovementSpeedOn, SuperShieldStetmann	无	“艾的滋润”超载(JUICEOverloadStetmann)
斯托科夫	建筑	SIEngineeringBay	SIEngineeringBay	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5, SIEngineeringBayResearch	无	BuildInProgress, que5, SIEngineeringBayResearch	无	升级步兵武器等级3(SIEngineeringBayResearch), 升级步兵护甲等级3(SIEngineeringBayResearch)
斯托科夫	建筑	SIArmory	SIArmory	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5, SIArmoryResearch, ArmoryResearchVoidCoop	无	BuildInProgress, que5, SIArmoryResearch, ArmoryResearchVoidCoop	无	升级战车及舰船武器等级3(SIArmoryResearch), 升级战车及舰船钢板等级3(SIArmoryResearch)
斯托科夫	建筑	SIBarracks	SIBarracks	noncombat_or_no_weapon	否	否	无	BuildInProgress, SIBarracksTrain, SIBarracksLiftOff, SIStukovPlaceHordeRally, SIBarracksAddOns	无	BuildInProgress, SIBarracksTrain, SIBarracksLiftOff, SIStukovPlaceHordeRally, SIBarracksAddOns	无	孵化被感染的陆战队员(SIBarracksTrain), 部署灵能发射器(SIStukovPlaceHordeRally), 建造被感染的科技实验室(SIBarracksAddOns)
斯托科夫	建筑	SICivilianStructure	SICivilianStructure	noncombat_or_no_weapon	否	否	无	BuildInProgress, que5, SIInfestedCivilianStructureResearch, SIStukovPlaceHordeRally, SICivilianStructureLiftOff, SICivilianStructureSpawnCivilian	无	BuildInProgress, que5, SIInfestedCivilianStructureResearch, SIStukovPlaceHordeRally, SICivilianStructureLiftOff, SICivilianStructureSpawnCivilian	无	研究厌氧强化(SIInfestedCivilianStructureResearch), 部署灵能发射器(SIStukovPlaceHordeRally), 孵化被感染的平民(SICivilianStructureSpawnCivilian)
斯托科夫	建筑	SICommandCenter	SICommandCenter	noncombat_or_no_weapon	否	否	无	BuildInProgress, RallyCommand, SICommandCenterTransport, SICommandCenterLiftOff, SICommandCenterTrain, SICommandCenterResearch, que1	无	BuildInProgress, RallyCommand, SICommandCenterTransport, SICommandCenterLiftOff, SICommandCenterTrain, SICommandCenterResearch, que1, SIRevive, SIReviveAutu	无	孵化被感染的SCV(SICommandCenterTrain), 孵化王虫(SICommandCenterTrain), 进化充气甲壳(SICommandCenterResearch), 装载(SICommandCenterTransport), 全部卸载(SICommandCenterTransport)
斯托科夫	建筑	SIFactory	SIFactory	noncombat_or_no_weapon	否	否	无	BuildInProgress, SIFactoryTrain, Rally, SIFactoryLiftOff, SIFactoryAddOns	无	BuildInProgress, SIFactoryTrain, Rally, SIFactoryLiftOff, SIFactoryAddOns	无	孵化被感染的响尾蛇战车(SIFactoryTrain), 孵化被感染的攻城坦克(SIFactoryTrain), 建造被感染的科技实验室(SIFactoryAddOns)
斯托科夫	建筑	SIRefinery	SIRefinery	noncombat_or_no_weapon	否	否	无	BuildInProgress	无	BuildInProgress, RefineryToAutomatedRefinery	无	无
斯托科夫	建筑	SIStarport	SIStarport	noncombat_or_no_weapon	否	否	无	BuildInProgress, SIStarportTrain, Rally, SIStarportLiftOff, SIStarportAddOns	无	BuildInProgress, SIStarportTrain, Rally, SIStarportLiftOff, SIStarportAddOns	无	孵化被感染的解放者(SIStarportTrain), 孵化被感染的女妖(SIStarportTrain), 建造被感染的科技实验室(SIStarportAddOns)
斯托科夫	建筑	SISupplyDepot	SISupplyDepot	noncombat_or_no_weapon	否	否	无	BuildInProgress, SISupplyDepotLower	无	BuildInProgress, SISupplyDepotLower	无	降下(SISupplyDepotLower)
斯托科夫	建筑	SIInfestedBunker	SIInfestedBunker	noncombat_or_no_weapon	否	否	无	BuildInProgress, AttackRedirect, SIInfestedBunkerTransport, SIInfestedBunkerUproot, SIInfestedBunkerTrainMarine, StopRedirect, SIStukovPlaceHordeRally, SIInfestedBunkerRally	无	BuildInProgress, AttackRedirect, SIInfestedBunkerTransport, SIInfestedBunkerUproot, SIInfestedBunkerTrain, StopRedirect, SIStukovPlaceHordeRally, SIInfestedBunkerTrainMarine, SIInfestedBunkerRally	无	无
斯托科夫	建筑	SIMissileTurret	SIMissileTurret	ok_effective_combat_link	否	否	无	BuildInProgress, stop, attack, que1, SalvageShared, SIMissileTurretLiftOff	SILongboltMissile	BuildInProgress, stop, attack, que1, SalvageShared, SIMissileTurretLiftOff	SILongboltMissile	无
斯旺	建筑	SupplyDepot	SupplyDepot	noncombat_or_no_weapon	否	否	无	无	无	BuildInProgress, SupplyDepotLower	无	降下(SupplyDepotLower)
