File	Size	MatchedBy	Snippet
mods\starcoop\starcoop.sc2mod\base.sc2data\libcooc_h.galaxy	39996	Abathur	v_cC_ScoreKerriganDmg;  fixed[libCOOC_gv_cCC_MAXPLAYERS + 1] libCOOC_gv_cC_ScoreAbathurHeal;  fixed[libCOOC_gv_cCC_MAXPLAYERS + 1] libCOOC_gv_cC_ScoreAbathurMonsterDmg
mods\starcoop\starcoop.sc2mod\base.sc2data\libcoui.galaxy	513333	Abathur	_gf_CU_GPInitStetmann(lp_player);      }      else if (auto25C94ED4_val == "ZergAbathur") {          libCOUI_gf_CU_GPInitAbathur(lp_player);      }      else if (auto2
mods\starcoop\starcoop.sc2mod\base.sc2data\libcoui_h.galaxy	38777	Abathur	er);  void libCOUI_gf_CU_GPInitSwann (int lp_player);  void libCOUI_gf_CU_GPInitAbathur (int lp_player);  void libCOUI_gf_CU_GPInitStukov (int lp_player);  void libCOU
campaigns\swarmstoryutil.sc2mod\base.sc2data\lib281dec45.galaxy	638397	Abathur	ntEvo") == 1)) {              AchievementTermQuantitySet(1, "ZStoryConversation_Abathur_NewLook", 1);          }          else if ((ConversationDataStateGetValue("Gran
mods\voidprologue.sc2mod\base.sc2data\liba3ddd02b.galaxy	476582	Mend	l);      for (;; autoE66D2854_u -= 1) {          lv_indexUnit = UnitGroupUnitFromEnd(autoE66D2854_g, autoE66D2854_u);          if (lv_indexUnit == null) { break; } 
mods\warcoop\legends\jainaproudmoore.sc2mod\base.sc2data\libljai.galaxy	4024	Mend	tCountAll);      for (;; auto6856B02E_u -= 1) {          lv_u = UnitGroupUnitFromEnd(auto6856B02E_g, auto6856B02E_u);          if (lv_u == null) { break; }         
mods\warcoop\progression\equipments.sc2mod\base.sc2data\libpequ.galaxy	16550	Mend	      for (;; auto39CE8D99_u -= 1) {                  lv_unit = UnitGroupUnitFromEnd(auto39CE8D99_g, auto39CE8D99_u);                  if (lv_unit == null) { break;
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zstoryspace.sc2map\mapscript.galaxy	41055	Leviathan	-------------  unit gv_uNITSETSpace00;  unit gv_uNITSETSpace02;  unit gv_uNITSETLeviathan00;  unit gv_uNITSETLeviathan01;  unit gv_uNITSETLeviathan02;  unit gv_uNITSETLe
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zstorychar.sc2map\mapscript.galaxy	47676	Leviathan	_uNITSETChar03;  unit gv_uNITSETChar04;  unit gv_uNITSETChar05;  unit gv_uNITSETLeviathan00;  unit gv_uNITSETLeviathan01;  unit gv_uNITSETLeviathan02;  unit gv_uNITSETLe
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zstoryexpedition.sc2map\mapscript.galaxy	49532	Leviathan	-------------  unit gv_uNITSETKaldir;  unit gv_uNITSETKaldir02;  unit gv_uNITSETLeviathan00;  unit gv_uNITSETLeviathan01;  unit gv_uNITSETLeviathan02;  unit gv_uNITSETLe
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zstoryhybrid.sc2map\mapscript.galaxy	41682	Leviathan	uNITSETDusk01;  unit gv_uNITSETDusk03;  unit gv_uNITSETNight00;  unit gv_uNITSETLeviathan00;  unit gv_uNITSETLeviathan01;  unit gv_uNITSETLeviathan02;  unit gv_uNITSETLe
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zstorykorhal.sc2map\mapscript.galaxy	51795	Leviathan	-  unit gv_uNITSETKorhalSpace00;  unit gv_uNITSETKorhalWorld00;  unit gv_uNITSETLeviathan00;  unit gv_uNITSETLeviathan01;  unit gv_uNITSETLeviathan02;  unit gv_uNITSETLe
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zstoryzerus.sc2map\mapscript.galaxy	41517	Leviathan	ITSETZerus04;  unit gv_uNITSETZerus05;  unit gv_uNITSETZerus06;  unit gv_uNITSETLeviathan00;  unit gv_uNITSETLeviathan01;  unit gv_uNITSETLeviathan02;  unit gv_uNITSETLe
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zspace02.sc2map\base.sc2data\gamedata\sounddata.xml	1429	Leviathan	        <Mode value="2D"/>      </CSound>      <CSound id="FX_Space02Cutscene01_LeviathanWarpIn">          <Mode value="2D"/>      </CSound>      <CSound id="IntroStinge
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zspace02.sc2map\preload.xml	10529	Leviathan	<Unit id="Medic"/>  <Unit id="InfestationSpire" Variations="0,1,3"/>  <Unit id="Leviathan"/>  <Unit id="CleaningBot"/>  <Unit id="LabBot"/>  <Unit id="ImpalerDen"/>  <Un
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zspace02.sc2map\preloadassetdb.txt	9318	Leviathan	s\Sounds\Spell_HyperionJumpIn_00.wav  Actor=TerrainMgr  id=FX_Space02Cutscene01_LeviathanWarpIn  0=Assets\Sounds\##id##_00.wav  Actor=TerrainMgr  id=FinalMusic  Actor=Te
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zspace02.sc2map\mapscript.galaxy	424317	Leviathan	ha(0.00, 0.00, 0.00, 0.00), 0.0, true);      libNtve_gf_CreateUnitsAtPoint2(1, "Leviathan", c_unitCreateIgnorePlacement, gv_p01_USER, PointFromId(1864));      UnitGroupA
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zspace01.sc2map\mapscript.galaxy	317770	Mend	l);      for (;; autoAD3A42B1_u -= 1) {          lv_indexUnit = UnitGroupUnitFromEnd(autoAD3A42B1_g, autoAD3A42B1_u);          if (lv_indexUnit == null) { break; } 
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zkorhal03.sc2map\mapscript.galaxy	282999	Mend	     for (;; auto8E7B9356_u -= 1) {          auto8E7B9356_var = UnitGroupUnitFromEnd(auto8E7B9356_g, auto8E7B9356_u);          if (auto8E7B9356_var == null) { break
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zkorhal02.sc2map\mapscript.galaxy	341990	Mend	yedReinforcementLines;  bool gv_dragUsed;  bool gv_generateSpawnsUsed;  bool gv_mendUsed;  int gv_ping_PowerLink;  revealer gv_powerLinkRevealer;  unit gv_dragTarge
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zkorhal01.sc2map\mapscript.galaxy	296037	Leviathan	stroyPingatDominionBase01;  trigger gt_DestroyPingatDominionBase02;  trigger gt_LeviathanSafety;  trigger gt_TransmissionMengskTauntQ;  trigger gt_TransmissionBileLaunch
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zlab01.sc2map\mapscript.galaxy	489398	Mend	l);      for (;; auto158E3549_u -= 1) {          lv_indexUnit = UnitGroupUnitFromEnd(auto158E3549_g, auto158E3549_u);          if (lv_indexUnit == null) { break; } 
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zlab03.sc2map\mapscript.galaxy	411959	Mend	 for (;; auto13212788_u -= 1) {              auto13212788_var = UnitGroupUnitFromEnd(auto13212788_g, auto13212788_u);              if (auto13212788_var == null) { b
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zlab02.sc2map\mapscript.galaxy	636973	Mend	     for (;; autoE9ECCD06_u -= 1) {          autoE9ECCD06_var = UnitGroupUnitFromEnd(autoE9ECCD06_g, autoE9ECCD06_u);          if (autoE9ECCD06_var == null) { break
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zzerus02.sc2map\mapscript.galaxy	296472	Mend	 for (;; autoFBFEEC11_u -= 1) {              autoFBFEEC11_var = UnitGroupUnitFromEnd(autoFBFEEC11_g, autoFBFEEC11_u);              if (autoFBFEEC11_var == null) { b
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zzerus01.sc2map\base.sc2data\gamedata\buttondata.xml	418	Biomass	<?xml version="1.0" encoding="us-ascii"?>  <Catalog>      <CButton id="CarryBiomass">          <Icon value="Assets\Textures\btn-ability-zerg-carrybiomass.dds"/>       
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zzerus01.sc2map\base.sc2data\gamedata\unitdata.xml	1247	Biomass	   <LayoutButtons index="9" Column="2"/>              <LayoutButtons Face="CarryBiomass" Type="AbilCmd" AbilCmd="CarryCarcass,Execute" Row="1" Column="1"/>            
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zzerus01.sc2map\preloadassetdb.txt	8180	Biomass	t=Assets\Textures\btn-ability-zerg-harvestcorpse.dds  Actor=TerrainMgr  id=CarryBiomass  asset=Assets\Textures\btn-ability-zerg-carrybiomass.dds  Actor=TerrainMgr    [
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zzerus01.sc2map\mapscript.galaxy	349120	Biomass	aC_gf_AddMissionTipUserData("Quillgor");      libSwaC_gf_AddMissionTipUserData("Biomass");      libSwaC_gf_AddMissionTipUserData("Drones");      libSwaC_gf_AddMissionT
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zzerus03.sc2map\base.sc2data\gamedata\sounddata.xml	538	Leviathan	<?xml version="1.0" encoding="us-ascii"?>  <Catalog>      <CSound id="Leviathan_Roar">          <Category value="Dialogue"/>          <Mode value="2D"/>          <Flags 
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zzerus03.sc2map\mapscript.galaxy	604383	Brutalisk	  }        TriggerEnable(TriggerGetCurrent(), false);      SoundPlay(SoundLink("Brutalisk_Roar", -1), PlayerGroupAll(), 100.0, 0.0);      Wait(0.5, c_timeAI);      gf_Br
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zzerus03.sc2map\preload.xml	10314	Brutalisk	UI_ObjectiveDiscoveredStinger"/>  <Sound id="Artifact_EnergyNova"/>  <Sound id="Brutalisk_Roar"/>  <Sound id="UI_ResourcePickup"/>  <Sound id="Purifier_PrePlanetCrackerE
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zzerus03.sc2map\preloadassetdb.txt	5461	Leviathan	ltralisk_Roar  0=Assets\Sounds\Zerg\Ultralisk\##id##0.wav  Actor=TerrainMgr  id=Leviathan_Roar  0=Assets\Sounds\Zerg\Leviathan\##id##0.wav  Actor=TerrainMgr  id=ZZerus03
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zchar02.sc2map\preload.xml	10665	Biomass	d="InvisibleTargetDummy"/>  <Unit id="DefensiveWall45GateWest"/>  <Unit id="ZergBiomassPickup" Variations="0,1,2"/>  <Unit id="ZergTowerArtillery"/>  <Unit id="Gehenna
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zchar02.sc2map\mapscript.galaxy	271303	Biomass	ST = 6;  const int gv_pLAYER_07_TERRAN_YELLOW = 7;  const int gv_pLAYER_08_ZERG_BIOMASS = 8;  const fixed gv_c_ScourgeActivationRange = 5.0;  const int gv_gorgonsDestr
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zchar03.sc2map\preload.xml	9544	Biomass	c"/>  <Unit id="KerriganReviveCocoon"/>  <Unit id="GunTower"/>  <Unit id="TerranBiomass"/>  <Unit id="WarfieldBasePlatform"/>  <Unit id="MarineWarfield"/>  <Unit id="N
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zchar03.sc2map\mapscript.galaxy	313833	Biomass	smission2AberrationsQ;  trigger gt_TransmissionBoneyardZergQ;  trigger gt_TerranBiomassReaction;  trigger gt_IntroScienceFacilitiesObjectiveQ;  trigger gt_Transmission
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zchar01.sc2map\mapscript.galaxy	283030	Abathur	t_ZerglingBriefSelect;  trigger gt_ZerglingSelectedtoMorphBaneling;  trigger gt_AbathurTeachesBanelingsQ;  trigger gt_BanelingMorphHighlightDisable;  trigger gt_Zagara
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zexpedition02.sc2map\preload.xml	8164	Biomass	it id="ProtossFrigate"/>  <Unit id="ExpeditionJumpGate"/>  <Unit id="ProtossBaseBioMassStorage"/>  <Unit id="ProtossDockingBayUnit"/>  </Preload>  
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zexpedition02.sc2map\mapscript.galaxy	248633	Biomass	_stasisChamberGroup = UnitGroupEmpty();      gv_stasisChamberType = "ProtossBaseBioMassStorage";      for (init_i = 0; init_i <= 3; init_i += 1) {          gv_stasisCh
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zexpedition03.sc2map\base.sc2data\gamedata\gameuidata.xml	679	Biomass	terran.dds"/>          <ResourceArray index="Custom" Icon="Assets\Textures\icon-biomass-NoBG.dds" IconBackground="Assets\Textures\btn-icon-biomass.dds"/>      </CGameU
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zexpedition03.sc2map\mapscript.galaxy	447290	Biomass	 trigger gt_NumberofUnitsSpawned;  trigger gt_EnemyDies;  trigger gt_AchievementBiomassCollected;  trigger gt_AchievementEscapePodTimeNH;  trigger gt_AchievementUrsado
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zexpedition01.sc2map\mapscript.galaxy	366812	Mend	     for (;; autoEEB94356_u -= 1) {          autoEEB94356_var = UnitGroupUnitFromEnd(autoEEB94356_g, autoEEB94356_u);          if (autoEEB94356_var == null) { break
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zhybrid02.sc2map\t3terrain.xml	287556	Brutalisk	 <cliffDoodadList num="7">              <cliffDoodad name="TerrainObjectCastanarBrutaliskCage1" pos="92.000000 28.000000 0.000000 " rot="1"/>              <cliffDoodad n
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zhybrid02.sc2map\preload.xml	7945	Brutalisk	Actor id="SpaceShipPiping" Variations="5,7"/>  <Actor id="TerrainObjectHybridLabBrutaliskCageDoodad"/>  <Actor id="UmojanLabWallPanel1High" Variations="3"/>  <Actor id="
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zhybrid02.sc2map\mapscript.galaxy	260305	Brutalisk	  bool[9] gv_aIHybridLeashing;  unit[9] gv_aIHybridAttacker;  int gv_achievementBrutaliskKills;  int gv_achievementDestroyCommandCentersCount;  int gv_achievementHybridK
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zhybrid01.sc2map\mapscript.galaxy	358832	Mend	     for (;; autoCF2A28FA_u -= 1) {          autoCF2A28FA_var = UnitGroupUnitFromEnd(autoCF2A28FA_g, autoCF2A28FA_u);          if (autoCF2A28FA_var == null) { break
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\zhybrid03.sc2map\mapscript.galaxy	273279	Mend	     for (;; auto0A92F2EA_u -= 1) {          auto0A92F2EA_var = UnitGroupUnitFromEnd(auto0A92F2EA_g, auto0A92F2EA_u);          if (auto0A92F2EA_var == null) { break
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\evolution\zevolutionroach.sc2map\base.sc2data\gamedata\actordata.xml	8788	Leviathan	                                                                  -->      <!-- Leviathan ............................................................................. -
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\swarm\evolution\zevolutionroach.sc2map\preloadassetdb.txt	10661	Leviathan	[Actor]  id=Leviathan  path=Assets\Textures\.dds  asset=Wireframe-zerg-leviathan,btn-unit-zerg-leviathan,btn-upgrade-protoss-shieldslevel0,btn-upgrade-zerg-flyercarapace
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\paiur03.sc2map\mapscript.galaxy	226773	Mend	     for (;; autoDA3828FB_u -= 1) {          autoDA3828FB_var = UnitGroupUnitFromEnd(autoDA3828FB_g, autoDA3828FB_u);          if (autoDA3828FB_var == null) { break
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\paiur06.sc2map\base.sc2data\gamedata\modeldata.xml	222	Brutalisk	<?xml version="1.0" encoding="us-ascii"?>  <Catalog>      <CModel id="Brutalisk">          <ScaleMax value="3.000000,3.000000,3.000000"/>          <ScaleMin value="3.000
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\paiur06.sc2map\base.sc2data\gamedata\unitdata.xml	1108	Brutalisk	<?xml version="1.0" encoding="us-ascii"?>  <Catalog>      <CUnit id="Brutalisk">          <LifeStart value="5000"/>          <LifeMax value="5000"/>          <Radius val
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\paiur06.sc2map\mapscript.galaxy	374026	Brutalisk	it gv_nerazimNexus;  unit gv_taldarimNexus;  unit gv_purifierNexus;  unit gv_theBrutalisk;  unitgroup gv_performanceUnitsNW;  unitgroup gv_performanceUnitsSE;  unitgroup
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\paiur06.sc2map\preload.xml	9266	Brutalisk	0,1,2,3,4,5,7,8,9"/>  <Unit id="VespeneGeyser"/>  <Unit id="Scout"/>  <Unit id="Brutalisk"/>  <Unit id="InvisiblePylon"/>  <Unit id="SuperWarpGate"/>  <Unit id="QueenCla
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\paiur06.sc2map\preloadassetdb.txt	9980	Brutalisk	SmallUnitDeathLow  Sound=##id##_Ambience    [Effect]  id=BrutalizeDamage  Actor=BrutaliskAttack,CommandUIHarnessAttackProtoss,CommandUIHarnessAttackTerran,CommandUIHarne
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\paiur02.sc2map\mapscript.galaxy	368101	Mend	     for (;; auto4BA579B7_u -= 1) {          auto4BA579B7_var = UnitGroupUnitFromEnd(auto4BA579B7_g, auto4BA579B7_u);          if (auto4BA579B7_var == null) { break
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\paiur05.sc2map\mapscript.galaxy	252802	Mend	     for (;; autoDF7AB5E9_u -= 1) {          autoDF7AB5E9_var = UnitGroupUnitFromEnd(autoDF7AB5E9_g, autoDF7AB5E9_u);          if (autoDF7AB5E9_var == null) { break
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\paiur01.sc2map\mapscript.galaxy	329226	Mend	     for (;; auto90819052_u -= 1) {          auto90819052_var = UnitGroupUnitFromEnd(auto90819052_g, auto90819052_u);          if (auto90819052_var == null) { break
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\paiur04.sc2map\mapscript.galaxy	505980	Mend	     for (;; auto05A664EC_u -= 1) {          auto05A664EC_var = UnitGroupUnitFromEnd(auto05A664EC_g, auto05A664EC_u);          if (auto05A664EC_var == null) { break
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\pulnar03.sc2map\mapscript.galaxy	354405	Mend	or (;; autoD361CF6E_u -= 1) {                  lv_currentUnit = UnitGroupUnitFromEnd(autoD361CF6E_g, autoD361CF6E_u);                  if (lv_currentUnit == null) {
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\pulnar02.sc2map\mapscript.galaxy	458023	Mend	     for (;; autoF3DA0E02_u -= 1) {          autoF3DA0E02_var = UnitGroupUnitFromEnd(autoF3DA0E02_g, autoF3DA0E02_u);          if (autoF3DA0E02_var == null) { break
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\pulnar01.sc2map\mapscript.galaxy	192832	Mend	     for (;; auto2439952A_u -= 1) {          auto2439952A_var = UnitGroupUnitFromEnd(auto2439952A_g, auto2439952A_u);          if (auto2439952A_var == null) { break
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\ppurifier01.sc2map\mapscript.galaxy	248618	Mend	     for (;; auto9D2DD649_u -= 1) {          auto9D2DD649_var = UnitGroupUnitFromEnd(auto9D2DD649_g, auto9D2DD649_u);          if (auto9D2DD649_var == null) { break
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\ppurifier01.sc2map\preload.xml	7805	Biomass	ions="0,1,2,3,4,5,6"/>  <Unit id="ProtossVespeneGeyser"/>  <Unit id="ProtossBaseBioMassStorage"/>  <Unit id="ProtossReliquaryUnit"/>  <Unit id="ProtossWarpDriveUnit"/>
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\ppurifier02.sc2map\mapscript.galaxy	304362	Mend	ll);      for (;; autoBDEE317A_u -= 1) {          lv_unitIter = UnitGroupUnitFromEnd(autoBDEE317A_g, autoBDEE317A_u);          if (lv_unitIter == null) { break; }  
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\ppurifier03.sc2map\mapscript.galaxy	347619	Mend	 for (;; auto694A8BC6_u -= 1) {              auto694A8BC6_var = UnitGroupUnitFromEnd(auto694A8BC6_g, auto694A8BC6_u);              if (auto694A8BC6_var == null) { b
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\pshakuras01.sc2map\mapscript.galaxy	301227	Mend	     for (;; auto0393CDE3_u -= 1) {          auto0393CDE3_var = UnitGroupUnitFromEnd(auto0393CDE3_g, auto0393CDE3_u);          if (auto0393CDE3_var == null) { break
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\pshakuras02.sc2map\mapscript.galaxy	289875	Mend	 autoB71CE255_u -= 1) {                      autoB71CE255_var = UnitGroupUnitFromEnd(autoB71CE255_g, autoB71CE255_u);                      if (autoB71CE255_var == n
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\ptaldarim02.sc2map\mapscript.galaxy	254012	Mend	     for (;; autoA3E30428_u -= 1) {          autoA3E30428_var = UnitGroupUnitFromEnd(autoA3E30428_g, autoA3E30428_u);          if (autoA3E30428_var == null) { break
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\ptaldarim01.sc2map\mapscript.galaxy	261631	Mend	 for (;; auto9A9DEAFF_u -= 1) {              auto9A9DEAFF_var = UnitGroupUnitFromEnd(auto9A9DEAFF_g, auto9A9DEAFF_u);              if (auto9A9DEAFF_var == null) { b
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\pkorhal01.sc2map\mapscript.galaxy	289364	Mend	 for (;; auto3F27B227_u -= 1) {              auto3F27B227_var = UnitGroupUnitFromEnd(auto3F27B227_g, auto3F27B227_u);              if (auto3F27B227_var == null) { b
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\pkorhal02.sc2map\mapscript.galaxy	298480	Mend	l);      for (;; auto253CB087_u -= 1) {          lv_indexUnit = UnitGroupUnitFromEnd(auto253CB087_g, auto253CB087_u);          if (lv_indexUnit == null) { break; } 
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\pmoebius01.sc2map\mapscript.galaxy	190754	Mend	;      for (;; auto73A0B96C_u -= 1) {          lv_indexWorker = UnitGroupUnitFromEnd(auto73A0B96C_g, auto73A0B96C_u);          if (lv_indexWorker == null) { break; 
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\sc2epilogue02.sc2map\mapscript.galaxy	432457	Mend	   for (;; auto2B06C860_u -= 1) {              lv_currentUnit = UnitGroupUnitFromEnd(auto2B06C860_g, auto2B06C860_u);              if (lv_currentUnit == null) { bre
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\sc2epilogue01.sc2map\mapscript.galaxy	460176	Mend	     for (;; autoAC06A8B5_u -= 1) {          autoAC06A8B5_var = UnitGroupUnitFromEnd(autoAC06A8B5_g, autoAC06A8B5_u);          if (autoAC06A8B5_var == null) { break
campaigns\void.sc2campaign\base.sc2maps\maps\campaign\void\sc2epilogue03.sc2map\mapscript.galaxy	379287	Mend	     for (;; auto6AFFE90C_u -= 1) {          auto6AFFE90C_var = UnitGroupUnitFromEnd(auto6AFFE90C_g, auto6AFFE90C_u);          if (auto6AFFE90C_var == null) { break
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\voidprologue\voidprologue02.sc2map\mapscript.galaxy	179887	Mend	     for (;; autoE53C4488_u -= 1) {          autoE53C4488_var = UnitGroupUnitFromEnd(autoE53C4488_g, autoE53C4488_u);          if (autoE53C4488_var == null) { break
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\voidprologue\voidprologue01.sc2map\mapscript.galaxy	324060	Mend	     for (;; auto9CA4F5B1_u -= 1) {          auto9CA4F5B1_var = UnitGroupUnitFromEnd(auto9CA4F5B1_g, auto9CA4F5B1_u);          if (auto9CA4F5B1_var == null) { break
campaigns\swarm.sc2campaign\base.sc2maps\maps\campaign\voidprologue\voidprologue03.sc2map\mapscript.galaxy	458244	Mend	     for (;; autoB55CF7E4_u -= 1) {          autoB55CF7E4_var = UnitGroupUnitFromEnd(autoB55CF7E4_g, autoB55CF7E4_u);          if (autoB55CF7E4_var == null) { break
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\ttychus01.sc2map\mapscript.galaxy	248631	Mend	     for (;; autoB4BEC9FD_u -= 1) {          autoB4BEC9FD_var = UnitGroupUnitFromEnd(autoB4BEC9FD_g, autoB4BEC9FD_u);          if (autoB4BEC9FD_var == null) { break
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\ttychus02.sc2map\mapscript.galaxy	283386	Mend	tCountAll);      for (;; auto689ABB5F_u -= 1) {          lv_u = UnitGroupUnitFromEnd(auto689ABB5F_g, auto689ABB5F_u);          if (lv_u == null) { break; }         
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\ttychus05.sc2map\mapscript.galaxy	294049	Mend	     for (;; autoFFDE84A2_u -= 1) {          autoFFDE84A2_var = UnitGroupUnitFromEnd(autoFFDE84A2_g, autoFFDE84A2_u);          if (autoFFDE84A2_var == null) { break
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\ttychus03.sc2map\preload.xml	9624	Brutalisk	rSecurity"/>  <Unit id="HunterKiller"/>  <Unit id="InfestedCocoon"/>  <Unit id="Brutalisk"/>  <Unit id="Kerrigan"/>  <Unit id="DataCore" Variations="0,1"/>  <Unit id="Ab
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\ttychus03.sc2map\mapscript.galaxy	311141	Brutalisk	th;  unit gv_medivac01;  unit gv_medivac02;  unitgroup gv_medivacUnits;  int gv_brutaliskPing;  bool gv_nonMercCombatUnitTrained;  int gv_researchEarned;  int gv_statRes
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\ttychus04.sc2map\mapscript.galaxy	193080	Mend	     for (;; autoF7B43037_u -= 1) {          autoF7B43037_var = UnitGroupUnitFromEnd(autoF7B43037_g, autoF7B43037_u);          if (autoF7B43037_var == null) { break
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\ttosh03a.sc2map\mapscript.galaxy	247046	Mend	All);      for (;; auto5B9DB599_u -= 1) {          lv_vehicle = UnitGroupUnitFromEnd(auto5B9DB599_g, auto5B9DB599_u);          if (lv_vehicle == null) { break; }   
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\ttosh03b.sc2map\mapscript.galaxy	275827	Mend	l);      for (;; auto83688F79_u -= 1) {          lv_indexUnit = UnitGroupUnitFromEnd(auto83688F79_g, auto83688F79_u);          if (lv_indexUnit == null) { break; } 
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\ttosh01.sc2map\preload.xml	6200	Brutalisk	4,5,6,7,8,9"/>  <Unit id="VespeneGeyser"/>  <Unit id="SpaceDiablo"/>  <Unit id="Brutalisk"/>  <Unit id="SpecialOpsDropship"/>  <Unit id="NaturalGas"/>  <Unit id="Natural
campaigns\liberty.sc2campaign\base.sc2maps\maps\campaign\ttosh01.sc2map\mapscript.galaxy	238308	Brutalisk	nt gv_mineralBoard;  int gv_toshMinersPing;  bool gv_toshMinersRescued;  int gv_brutaliskPing;  actor gv_brutaliskPingActor;  timer gv_sCVLossTimer;  int gv_sCVsLost;  i
